Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-08-04,Slackers,2002,https://boxd.it/22IQgR,1,,,2021-08-04
2021-08-06,"Woodstock 99: Peace, Love, and Rage",2021,https://boxd.it/22Wj4r,2.5,,,2021-08-05
2021-08-06,The Suicide Squad,2021,https://boxd.it/22YOEp,3.5,,,2021-08-05
2021-08-09,Blackhat,2015,https://boxd.it/23sorz,2.5,,,2021-08-08
2021-08-11,Alien,1979,https://boxd.it/23KJb9,3.5,Yes,,2021-08-10
2021-08-19,Pleasantville,1998,https://boxd.it/24TL8N,3.5,,,2021-08-18
2021-08-20,Stoker,2013,https://boxd.it/252isd,4,,,2021-08-20
2021-08-29,Spider-Man: Far From Home,2019,https://boxd.it/26jWOB,3.5,,,2021-08-29
2021-09-05,Glass,2019,https://boxd.it/27iZ4X,3,,,2021-09-05
2021-09-06,Rolling Thunder,1977,https://boxd.it/27shh9,3.5,,,2021-09-05
2021-09-08,Mandy,2018,https://boxd.it/27Kabp,,,,2021-09-07
2021-09-13,Malignant,2021,https://boxd.it/28sDBJ,4,,,2021-09-12
2021-09-15,Widows,2018,https://boxd.it/28JgyB,3.5,Yes,,2021-09-15
2021-10-02,The Many Saints of Newark,2021,https://boxd.it/2aXeUh,3,,,2021-10-02
2021-10-07,Squid Game,2021,https://boxd.it/2bFBOf,,,,2021-10-06
2021-10-08,The Guilty,2021,https://boxd.it/2bQC0H,2.5,,,2021-10-07
2021-10-09,The Evil Dead,1981,https://boxd.it/2bZgi3,3.5,,,2021-10-08
2021-10-12,Dave Chappelle: The Closer,2021,https://boxd.it/2cvFRr,,,,2021-10-11
2021-10-16,Evil Dead II,1987,https://boxd.it/2d4ZKl,4,,,2021-10-15
2021-10-21,Halloween Kills,2021,https://boxd.it/2dOwcB,3,,,2021-10-15
2021-10-20,Titane,2021,https://boxd.it/2dJDop,3.5,,,2021-10-19
2021-10-23,Dune,2021,https://boxd.it/2e3sfB,4,,,2021-10-22
2021-10-27,Clickbait,2021,https://boxd.it/2eKmsb,2,,,2021-10-25
2021-10-27,Promising Young Woman,2020,https://boxd.it/2eQFv1,4,,,2021-10-26
2021-10-30,Lamb,2021,https://boxd.it/2fia6Z,2.5,,,2021-10-30
2021-11-06,The Invisible Man,2020,https://boxd.it/2gm6Nx,4.5,Yes,,2021-11-05
2021-11-12,The Harder They Fall,2021,https://boxd.it/2hgltz,3.5,,,2021-11-11
2021-11-14,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/2hAK6l,2.5,,,2021-11-13
2021-11-14,Fear and Loathing in Las Vegas,1998,https://boxd.it/2hKgZ1,3.5,Yes,,2021-11-14
2021-11-14,Good Time,2017,https://boxd.it/2hKhcp,4,Yes,,2021-11-14
2021-11-18,Zola,2020,https://boxd.it/2imGF3,2.5,,,2021-11-18
2021-11-19,The Death of Dick Long,2019,https://boxd.it/2iumPX,3.5,,,2021-11-18
2021-11-20,Butt Boy,2019,https://boxd.it/2iDM4h,3,,,2021-11-20
2021-11-21,Swallow,2019,https://boxd.it/2iNlqF,4,,,2021-11-20
2021-11-23,Green Room,2015,https://boxd.it/2j80tZ,4,Yes,,2021-11-23
2021-12-12,Killer Klowns from Outer Space,1988,https://boxd.it/2lW6l1,3.5,Yes,,2021-12-11
2021-12-18,Spider-Man: No Way Home,2021,https://boxd.it/2mTxxV,4,,,2021-12-17
2021-12-23,The Matrix Resurrections,2021,https://boxd.it/2nU989,3,,,2021-12-23
2021-12-26,Don't Look Up,2021,https://boxd.it/2oohl1,3.5,,,2021-12-25
2021-12-28,8½,1963,https://boxd.it/2p2MdR,4.5,,,2021-12-27
2021-12-29,Judas and the Black Messiah,2021,https://boxd.it/2pmlvf,3.5,Yes,,2021-12-28
2021-12-30,Climax,2018,https://boxd.it/2pwfSn,3,,,2021-12-29
2021-12-31,The Royal Tenenbaums,2001,https://boxd.it/2pTxzp,3.5,,,2021-12-30
2022-01-04,Eye in the Sky,2015,https://boxd.it/2qXMp7,2.5,,,2022-01-03
2022-01-04,Videodrome,1983,https://boxd.it/2qXMM1,4,,,2022-01-03
2022-01-06,The Lost Daughter,2021,https://boxd.it/2rDIYL,3.5,,,2022-01-06
2022-01-07,The Beach,2000,https://boxd.it/2rOvXH,2.5,,,2022-01-06
2022-01-08,Bloodsport,1988,https://boxd.it/2s5FeL,3.5,,,2022-01-07
2022-01-09,Juice WRLD: Into the Abyss,2021,https://boxd.it/2slYO1,2,,,2022-01-08
2022-01-15,The Tragedy of Macbeth,2021,https://boxd.it/2tNWpD,3,,,2022-01-14
2022-01-16,The Last Duel,2021,https://boxd.it/2udhaf,3.5,,,2022-01-16
2022-01-21,Jennifer's Body,2009,https://boxd.it/2vjSDT,3,,,2022-01-20
2022-01-22,Fight Club,1999,https://boxd.it/2vvTi7,4.5,Yes,,2022-01-21
2022-01-27,300,2006,https://boxd.it/2wzpFx,3.5,Yes,,2022-01-26
2022-01-29,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/2wVTRx,3,Yes,,2022-01-28
2022-01-30,Nobody,2021,https://boxd.it/2xbMSZ,3,,,2022-01-30
2022-02-03,3:10 to Yuma,2007,https://boxd.it/2xO0ZL,4,,,2022-02-02
2022-02-03,Nightmare Alley,2021,https://boxd.it/2xSCgx,3.5,,,2022-02-02
2022-02-08,Sympathy for Mr. Vengeance,2002,https://boxd.it/2yQDE1,3,,,2022-02-07
2022-02-10,Thirteen,2003,https://boxd.it/2zcBm9,3.5,,,2022-02-09
2022-02-16,Perfect Blue,1997,https://boxd.it/2Aj4Sf,4,,,2022-02-15
2022-02-17,jeen-yuhs: A Kanye Trilogy,2022,https://boxd.it/2AtKbn,3,,,2022-02-16
2022-02-19,Kimi,2022,https://boxd.it/2AJdqL,2.5,,,2022-02-18
2022-02-20,Caché,2005,https://boxd.it/2AY4rb,4,,,2022-02-19
2022-02-20,Texas Chainsaw Massacre,2022,https://boxd.it/2B0I8R,1.5,,,2022-02-19
2022-02-22,Safe,1995,https://boxd.it/2BnvoN,4,,,2022-02-21
2022-02-28,jeen-yuhs: A Kanye Trilogy,2022,https://boxd.it/2Csai9,3.5,Yes,,2022-02-27
2022-03-03,The French Dispatch,2021,https://boxd.it/2CW8Zb,3.5,,,2022-03-02
2022-03-04,Battleship,2012,https://boxd.it/2D1Dv7,1.5,,,2022-03-03
2022-03-04,The Batman,2022,https://boxd.it/2D7Zax,4,,,2022-03-03
2022-03-06,jeen-yuhs: A Kanye Trilogy,2022,https://boxd.it/2DpPoF,4,Yes,,2022-03-05
2022-03-07,Paprika,2006,https://boxd.it/2DLD2B,4,,,2022-03-06
2022-03-08,Pusher,1996,https://boxd.it/2DZqch,4,,,2022-03-08
2022-03-10,The Rock,1996,https://boxd.it/2EjiXp,4,,,2022-03-09
2022-03-10,Pusher II,2004,https://boxd.it/2EjBND,4,,,2022-03-10
2022-03-11,Resident Evil,2002,https://boxd.it/2ErduD,2,,,2022-03-10
2022-03-12,Pacific Rim,2013,https://boxd.it/2ED4fX,2,,,2022-03-11
2022-03-12,A Scanner Darkly,2006,https://boxd.it/2EFgHj,2.5,,,2022-03-12
2022-03-13,The Tinder Swindler,2022,https://boxd.it/2EUoPF,2,,,2022-03-13
2022-03-16,Drive My Car,2021,https://boxd.it/2FuQTd,4,,,2022-03-16
2022-03-22,Berberian Sound Studio,2012,https://boxd.it/2Gvo35,2.5,,,2022-03-21
2022-03-22,Antlers,2021,https://boxd.it/2Gvojx,3,,,2022-03-21
2022-03-22,Pusher 3,2005,https://boxd.it/2GCHSP,4.5,,,2022-03-22
2022-03-23,Deep Water,2022,https://boxd.it/2GKCpT,2.5,,,2022-03-22
2022-03-24,Sorry to Bother You,2018,https://boxd.it/2GYNjZ,4,Yes,,2022-03-23
2022-03-31,Pig,2021,https://boxd.it/2Ib2jX,3.5,,,2022-03-30
2022-04-01,Trust No One: The Hunt for the Crypto King,2022,https://boxd.it/2IfJPP,3,,,2022-03-31
2022-04-01,Little Miss Sunshine,2006,https://boxd.it/2ImwGT,4,,,2022-03-31
2022-04-03,Unforgiven,1992,https://boxd.it/2IEh2v,3,,,2022-04-02
2022-04-04,V/H/S,2012,https://boxd.it/2IUoCd,2,,,2022-04-03
2022-04-04,The VelociPastor,2018,https://boxd.it/2IUUfv,1.5,,,2022-04-03
2022-04-05,Free Guy,2021,https://boxd.it/2J5OHl,1,,,2022-04-04
2022-04-07,The Purge,2013,https://boxd.it/2JoJcF,2.5,Yes,,2022-04-06
2022-04-07,Rubber,2010,https://boxd.it/2Jppvp,2,,,2022-04-06
2022-04-07,Unorthodox,2020,https://boxd.it/2Jqk3n,4,,,2022-04-06
2022-04-08,Hobo with a Shotgun,2011,https://boxd.it/2JBgRZ,3.5,,,2022-04-07
2022-04-09,The Greasy Strangler,2016,https://boxd.it/2JJTQ3,3,,,2022-04-08
2022-04-17,Everything Everywhere All at Once,2022,https://boxd.it/2Lebs3,4.5,,,2022-04-16
2022-04-18,The Call,2013,https://boxd.it/2LtTWB,2,,,2022-04-18
2022-04-20,The Fly,1986,https://boxd.it/2LPLZ7,4,,,2022-04-19
2022-04-22,Vampyros Lesbos,1971,https://boxd.it/2M49FN,3,,,2022-04-21
2022-04-22,The Northman,2022,https://boxd.it/2M9h2f,5,,,2022-04-21
2022-04-24,Moonshot,2022,https://boxd.it/2Mp3dv,2,,,2022-04-23
2022-04-26,A History of Violence,2005,https://boxd.it/2MTUst,3.5,,,2022-04-25
2022-04-30,Predestination,2014,https://boxd.it/2NxjaH,3.5,Yes,,2022-04-29
2022-05-03,Blade,1998,https://boxd.it/2O1yyT,3,,,2022-05-01
2022-05-03,Showgirls,1995,https://boxd.it/2O7qNj,4,,,2022-05-03
2022-05-04,Army of Darkness,1992,https://boxd.it/2OeT0z,4.5,,,2022-05-03
2022-05-06,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2Ozkar,3.5,,,2022-05-05
2022-05-17,Our Father,2022,https://boxd.it/2QuDHd,3,,,2022-05-16
2022-06-02,Men,2022,https://boxd.it/2TqKJ5,4,,,2022-06-01
2022-06-06,Crimes of the Future,2022,https://boxd.it/2U6XfL,4,,,2022-06-05
2022-06-14,The Card Counter,2021,https://boxd.it/2VzDHx,4.5,,,2022-06-13
2022-06-16,Everything Everywhere All at Once,2022,https://boxd.it/2VVzvB,5,Yes,,2022-06-15
2022-06-20,No Time to Die,2021,https://boxd.it/2WImix,3.5,,,2022-06-20
2022-06-26,Black Bear,2020,https://boxd.it/2XJvnn,3.5,,,2022-06-25
2022-06-30,Old,2021,https://boxd.it/2YyTx9,3.5,,,2022-06-29
2022-07-02,Last Night in Soho,2021,https://boxd.it/2YSbRf,2,,,2022-07-01
2022-07-03,Roadrunner: A Film About Anthony Bourdain,2021,https://boxd.it/2Z6XdF,3.5,,,2022-07-03
2022-07-07,Zero Dark Thirty,2012,https://boxd.it/2ZSQuv,4,Yes,,2022-07-06
2022-07-08,Thor: Love and Thunder,2022,https://boxd.it/302zeb,3,,,2022-07-07
2022-07-08,RRR,2022,https://boxd.it/303xG5,4.5,,,2022-07-07
2022-07-11,Ocean's Eleven,2001,https://boxd.it/30GfXP,3.5,Yes,,2022-07-10
2022-07-12,Girl in the Picture,2022,https://boxd.it/30RXaJ,3.5,,,2022-07-11
2022-07-18,Primal Fear,1996,https://boxd.it/3280Nb,3.5,,,2022-07-17
2022-07-22,A Quiet Place Part II,2020,https://boxd.it/32Mbld,2,,,2022-07-21
2022-07-22,House of Gucci,2021,https://boxd.it/32PiC7,3,,,2022-07-21
2022-07-31,The Gray Man,2022,https://boxd.it/34UZ7p,0.5,,,2022-07-30
2022-08-08,Prey,2022,https://boxd.it/36NwAh,3.5,,,2022-08-07
2022-08-10,Nope,2022,https://boxd.it/37doIp,4.5,,,2022-08-09
2022-08-11,Hell or High Water,2016,https://boxd.it/37q50J,4.5,Yes,,2022-08-10
2022-08-12,Licorice Pizza,2021,https://boxd.it/37Cyf3,4.5,,,2022-08-11
2022-08-15,The Black Phone,2021,https://boxd.it/38fisj,3,,,2022-08-14
2022-08-19,Tower Heist,2011,https://boxd.it/394dQ3,3,Yes,,2022-08-19
2022-08-20,The Mist,2007,https://boxd.it/39h57F,3.5,,,2022-08-20
2022-08-21,Till Death,2021,https://boxd.it/39unzX,3,,,2022-08-21
2022-08-22,Creep,2014,https://boxd.it/39ICsb,3,,,2022-08-22
2022-08-23,Creep 2,2017,https://boxd.it/39TD7Z,3.5,,,2022-08-23
2022-08-24,Contagion,2011,https://boxd.it/39YlUz,3.5,Yes,,2022-08-23
2022-08-24,Elle,2016,https://boxd.it/3a6l4z,4,,,2022-08-24
2022-08-26,The House That Jack Built,2018,https://boxd.it/3apVYB,4,,,2022-08-26
2022-08-28,25th Hour,2002,https://boxd.it/3aFJXt,2,,,2022-08-27
2022-08-28,Horse Girl,2020,https://boxd.it/3aOA0F,4,,,2022-08-28
2022-08-30,Neon Genesis Evangelion,1995,https://boxd.it/3b9PjT,4,,,2022-08-29
2022-08-30,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/3beyc7,4.5,,,2022-08-30
2022-08-31,Running with the Devil: The Wild World of John McAfee,2022,https://boxd.it/3bpFKH,3.5,,,2022-08-31
2022-09-01,Freaks,2018,https://boxd.it/3bza7p,3.5,,,2022-08-31
2022-09-09,X,2022,https://boxd.it/3cWc5F,3,,,2022-09-08
2022-09-18,Evangelion: 1.0 You Are (Not) Alone,2007,https://boxd.it/3eD67P,3.5,,,2022-09-17
2022-09-19,Sins of Our Mother,2022,https://boxd.it/3eSjr9,2.5,,,2022-09-18
2022-09-28,Dahmer – Monster: The Jeffrey Dahmer Story,2022,https://boxd.it/3gEXYd,3,,,2022-09-27
2022-09-30,Blonde,2022,https://boxd.it/3gZUYh,3,,,2022-09-29
2022-10-01,Windfall,2022,https://boxd.it/3h9bsF,2.5,,,2022-09-30
2022-10-01,Entergalactic,2022,https://boxd.it/3hc48p,4,,,2022-09-30
